indroea;ano_hidr;aportano;qmedano;hmedano;qc;hc;ano_c;mes_c;dia_c;qci;hci;ano_ci;mes_ci;dia_ci;qcn;hcn;ano_cn;mes_cn;dia_cn;orig_dato_id
2000;1961;113.954;3.613;0.1;32.6;0.7;1962;4;1;;;;;;0.24;0.01;1962;6;25;1
2000;1962;32.798;1.04;0.04;14.75;0.35;1963;3;11;;;;;;0.09;0.04;1963;3;2;1
2000;1963;38.741;1.225;0.04;12.2;0.3;1963;11;15;;;;;;0.001;0;1964;8;9;1
2000;1964;41.183;1.306;0.04;10.25;0.26;1965;9;29;;;;;;0;0;1965;6;27;1
2000;1965;96.141;3.049;0.08;32.24;0.6;1966;1;22;;;;;;0.2;0;1966;7;25;1
2000;1966;81.088;2.571;0.07;18.1;0.4;1966;11;8;;;;;;0.2;0;1967;7;25;1
2000;1967;72.802;2.302;0.06;24.68;0.5;1968;5;23;;;;;;0.2;0;1968;9;15;1
2000;1968;73.152;2.32;0.06;24.68;0.5;1969;4;22;;;;;;0.5;0.01;1969;7;15;1
2000;1969;56.668;1.797;0.05;32.24;0.6;1970;1;5;;;;;;0.2;0;1970;9;20;1
2000;1970;54.768;1.737;0.05;8.33;0.22;1971;4;29;;;;;;0.11;0.03;1970;11;23;1
2000;1971;90.675;2.867;0.08;28.36;0.7;1972;2;11;;;;;;0.2;0;1972;8;30;1
2000;1972;97.918;3.105;0.09;16.91;0.38;1972;11;20;;;;;;0.5;0.01;1973;9;29;1
2000;1973;98.188;3.114;0.09;21.28;0.45;1974;1;9;;;;;;0.5;0.01;1974;8;11;1
2000;1974;77.829;2.468;0.07;12.23;0.3;1975;4;18;;;;;;0.34;0.01;1975;7;25;1
2000;1975;54.716;1.73;0.05;5.36;0.15;1976;5;5;;;;;;0;0;1976;8;6;1
2000;1976;133.109;4.221;0.12;24.68;0.5;1977;2;20;;;;;;0.2;0;1977;9;11;1
2000;1977;136.168;4.318;0.12;32.24;0.6;1978;2;16;32.24;0.6;1978;2;16;0.2;0;1978;8;2;1
2000;1978;159.65;5.062;0.11;27.42;0.52;1979;2;5;45.34;0.84;1979;2;5;0.52;0;1979;7;5;1
2000;1979;85.858;2.715;0.06;18.46;0.36;1980;3;29;26.3;0.5;1980;3;28;0.52;0;1980;8;17;1
2000;1980;44.213;1.402;0.03;5.22;0.12;1981;2;28;7.3;0.16;1981;2;28;0.52;0;1981;6;6;1
2000;1981;93.529;2.966;0.07;38.907;0.68;1981;12;24;70.93;1.18;1981;12;24;0.2;0;1982;6;26;1
2000;1982;115.34;3.657;0.1;20.074;0.43;1983;2;26;45.6;0.77;1982;12;12;0.2;0;1983;7;21;1
2000;1983;46.781;1.479;0.04;17.504;0.39;1983;12;23;;;;;;0.2;0;1984;4;1;1
2000;1984;119.251;3.781;0.1;21.39;0.45;1985;4;8;38.448;0.68;1985;4;8;0.2;0;1985;7;29;1
2000;1985;74.538;2.364;0.07;13.386;0.32;1985;12;23;;;;;;0.2;0;1986;7;8;1
2000;1986;49.152;1.559;0.06;19.698;0.35;1987;4;8;35.824;0.52;1987;4;7;0;0;1987;8;14;1
2000;1987;79.997;2.53;0.09;27.444;0.46;1988;1;30;52.228;0.7;1988;1;29;0.271;0;1988;8;10;1
2000;1988;26.154;0.829;0.05;7.655;0.21;1989;3;1;11.119;0.26;1989;3;1;0.271;0;1989;7;16;1
2000;1989;;;;;;;;;;;;;;;;;;;1
2000;1990;;;;;;;;;;;;;;;;;;;1
2000;1991;;;;;;;;;;;;;;;;;;;1
2000;1992;52.431;1.663;0.07;16.393;0.33;1992;12;7;54.582;0.72;1992;12;4;0.271;0;1993;7;28;1
2000;1993;54.969;1.743;0.08;8.338;0.22;1994;5;21;16.393;0.33;1993;10;12;0.271;0;1994;7;14;1
2000;1994;39.899;1.265;0.06;34.101;0.53;1995;1;1;52.228;0.7;1994;12;31;0.271;0;1994;10;1;1
2000;1997;70.629;2.24;0.09;55.33;0.67;1997;12;18;120.06;1;1997;12;18;0.08;0.01;1998;8;29;1
2000;1998;39.737;1.26;0.07;5.298;0.2;1999;4;22;7.463;0.25;1999;2;14;0.24;0.02;1999;7;23;1
2000;1999;65.619;2.075;0.09;22.458;0.49;1999;12;27;39.73;0.68;1999;10;24;0.085;0.01;2000;7;14;1
2000;2000;135.152;4.286;0.14;53;0.78;2001;3;4;93.4;1.09;2001;3;4;0.085;0.01;2001;9;1;1
2000;2001;24.912;0.79;0.05;4.2;0.17;2002;3;21;6.12;0.22;2001;12;24;0.085;0.01;2001;10;1;1
2000;2002;108.113;3.428;0.13;47;0.72;2003;1;3;91;1.08;2003;1;3;0.085;0.01;2003;7;24;1
2000;2003;91.02;2.878;0.11;36;0.57;2004;1;27;59.7;0.78;2004;1;27;0.099;0.01;2004;8;5;1
2000;2004;39.126;1.241;0.06;8.1;0.24;2005;3;22;12.3;0.31;2004;10;27;0.024;0;2005;8;17;1
2000;2005;36.789;1.167;0.06;21;0.42;2006;3;24;33.9;0.56;2006;3;23;0.021;0;2005;10;10;1
2000;2006;81.158;2.574;0.1;33.2;0.53;2007;2;12;84;0.95;2007;2;12;0.047;0.01;2007;9;23;1
2000;2007;57.905;1.831;0.08;13.7;0.36;2008;4;18;18.4;0.44;2008;4;18;0.027;0;2008;8;1;1
2000;2008;48.992;1.554;0.07;45.8;0.73;2009;1;23;74.3;1.05;2009;1;23;0.033;0.01;2009;6;5;1
2000;2009;100.009;3.171;0.11;45.3;0.73;2009;12;29;67.5;0.98;2009;12;29;0.014;0.01;2010;8;2;1
2000;2010;75.181;2.384;0.1;19.2;0.4;2011;1;7;21.7;0.44;2011;1;7;0.008;0;2011;9;15;1
2000;2011;43.862;1.387;0.07;15.1;0.34;2012;5;8;21.6;0.44;2012;5;8;0.028;0.01;2012;7;21;1
2000;2012;105.487;3.345;0.13;51.3;0.91;2013;3;30;;;;;;0.012;0.01;2013;8;18;1
2000;2013;90.807;2.879;0.26;28.9;0.87;2014;1;3;37.2;1;2014;1;3;0.106;0.06;2014;9;5;1
2000;2014;71.421;2.265;0.24;16.384;0.66;2014;11;29;21.233;0.75;2014;11;29;0.035;0.03;2015;8;20;1
2000;2015;95.043;3.006;0.22;43.394;1.03;2016;2;13;66.65;1.32;2016;1;11;0.049;0.03;2016;9;8;1
2000;2016;27.633;0.876;0.13;17.413;0.64;2017;2;5;27.245;0.81;2017;2;5;0.04;0.02;2017;8;22;1
2000;2017;82.386;2.612;0.21;21.173;0.71;2018;3;10;26.987;0.81;2018;3;14;0.06;0.03;2018;8;29;1
2000;2018;47.031;1.491;0.16;17.981;0.65;2019;2;1;34.231;0.91;2019;2;1;0.038;0.02;2019;8;14;1
2000;2019;86.08;2.722;0.22;36.395;0.94;2019;12;20;52.555;1.16;2019;12;20;0.039;0.02;2020;9;5;1
2000;2020;73.539;2.332;0.2;19.313;0.67;2021;1;25;30.469;0.86;2021;1;25;0.043;0.02;2021;8;29;1
2001;1991;;;;;;;;;;;;;;;;;;;1
2001;1992;131.939;4.184;0.61;15.235;1.26;1993;7;29;25.642;1.61;1992;11;5;0.573;0.32;1993;5;24;1
2001;1993;147.902;4.69;0.62;13.948;1.21;1994;8;27;15.492;1.27;1994;8;26;0.236;0.24;1993;11;28;1
2001;1994;139.525;4.424;0.65;11.808;1.12;1995;8;1;13.456;1.19;1995;7;17;0.729;0.35;1994;11;15;1
2001;1995;196.168;6.203;0.73;43.31;2.13;1996;2;8;49.08;2.27;1996;2;;0.71;0.34;1996;3;8;1
2001;1996;184.126;5.839;0.74;29.11;1.74;1997;1;24;30.44;1.78;1997;1;27;1.95;0.48;1996;10;1;1
2001;1997;219.271;6.953;0.8;18.44;1.38;1998;8;13;18.44;1.38;1998;8;1;1.65;0.45;1997;11;18;1
2001;1998;158.672;5.031;0.69;13.309;1.17;1999;7;24;13.994;1.2;1999;7;5;1.72;0.46;1999;4;16;1
2001;1999;160.085;5.062;0.68;13.536;1.18;2000;7;16;13.536;1.18;2000;7;16;1.925;0.48;2000;2;19;1
2001;2000;448.297;14.215;1.07;93.1;3.11;2001;3;6;93.1;3.11;2001;3;5;2.05;0.49;2000;11;19;1
2001;2001;104.83;3.324;0.59;6.17;0.8;2002;6;22;10.8;1.05;2002;8;5;1.81;0.47;2001;11;24;1
2001;2002;199.479;6.325;0.78;15;1.23;2003;2;4;24;1.56;2003;1;31;0.536;0.38;2002;10;5;1
2001;2003;205.929;6.512;0.8;33.6;1.86;2004;1;29;34.3;1.88;2004;1;28;0.905;0.43;2003;11;26;1
2001;2004;140.625;4.459;0.68;13.7;1.17;2005;5;10;22.4;1.5;2005;5;9;0.992;0.44;2005;3;17;1
2001;2005;103.465;3.281;0.59;10.1;1.02;2006;5;23;10.4;1.03;2006;5;22;0.32;0.35;2006;3;29;1
2001;2006;112.641;3.572;0.61;10.3;1.03;2007;8;5;11.9;1.1;2007;7;23;0.726;0.4;2007;1;13;1
2001;2007;100.629;3.182;0.52;9.35;0.91;2008;7;24;16.2;1.18;2008;6;20;0.896;0.34;2008;6;15;1
2001;2008;162.041;5.138;0.61;44.6;1.96;2009;1;30;46.4;2;2009;1;30;0.657;0.31;2008;12;2;1
2001;2009;210.094;6.662;0.72;36;1.85;2010;2;27;36.9;1.87;2010;2;27;0.776;0.32;2009;12;28;1
2001;2010;160.643;5.094;0.63;18.6;1.3;2011;3;31;25;1.52;2011;3;30;1.31;0.36;2011;3;12;1
2001;2011;127.994;4.048;0.56;10.3;0.94;2012;6;5;14.7;1.14;2012;6;4;0.728;0.29;2012;3;14;1
2001;2012;182.038;5.772;0.63;65.1;2.59;2013;3;31;69.5;2.69;2013;3;30;0.56;0.26;2013;2;14;1
2001;2013;250.305;7.937;0.79;36.4;1.87;2014;2;16;39.1;1.95;2014;2;14;1.6;0.39;2013;10;2;1
2001;2014;150.447;4.771;0.4;13.34;0.81;2015;3;25;19.059;1;2015;9;4;1.077;0.16;2015;3;17;1
2001;2015;268.725;8.498;0.53;147.504;3.22;2016;2;14;166.722;3.46;2016;2;13;1.507;0.2;2015;12;4;1
2001;2016;132.351;4.197;0.42;9.563;0.74;2017;8;7;19.114;1.03;2017;7;21;0.77;0.14;2017;4;4;1
2001;2017;131.722;4.177;0.38;17.43;0.95;2018;4;12;22.361;1.09;2018;4;11;0.661;0.13;2018;2;2;1
2001;2018;157.422;4.992;0.44;10.843;0.74;2019;7;31;24.377;1.14;2019;6;28;1.5;0.22;2019;3;27;1
2001;2019;209.693;6.631;0.5;56.467;1.84;2019;12;27;61.284;1.93;2019;12;26;1.513;0.22;2019;10;28;1
2001;2020;248.83;7.89;0.54;57.097;1.85;2021;2;2;60.685;1.92;2021;1;27;1.954;0.26;2021;3;17;1
2002;1913;;;;;;;;;;;;;;;;;;;1
2002;1914;;;;;;;;;;;;;;;;;;;1
2002;1915;;;;;;;;;;;;;;;;;;;1
2002;1916;;;;;;;;;;;;;;;;;;;1
2002;1917;;;0.56;;;;;;;;;;;;;;;;1
2002;1918;;;;;;;;;;;;;;;;;;;1
2002;1919;;;0.64;;;;;;;;;;;;;;;;1
2002;1920;186.038;5.899;0.58;37;1.3;1921;5;29;;;;;;0.635;0.32;1921;9;25;1
2002;1921;;;0.98;;;;;;;;;;;;;;;;1
2002;1922;;;1.1;;;;;;;;;;;;;;;;1
2002;1923;;;;;;;;;;;;;;;;;;;1
2002;1924;;;0.99;;;;;;;;;;;;;;;;1
2002;1925;;;1.2;;;;;;;;;;;;;;;;1
2002;1926;;;1.15;;;;;;;;;;;;;;;;1
2002;1927;;;1.33;;;;;;;;;;;;;;;;1
2002;1928;;;0.98;;;;;;;;;;;;;;;;1
2002;1929;;;1.42;;;;;;;;;;;;;;;;1
2002;1930;323.538;10.259;1.17;93.2;3.95;1931;3;11;;;;;;0.42;0.42;1931;8;23;1
2002;1931;285.59;9.031;;50.36;;1932;3;;;;;;;0.65;;1931;10;;2
2002;1932;405.382;12.855;;89.4;;1933;3;;;;;;;0.4;;1933;8;;2
2002;1933;354.171;11.231;;79.8;;1934;4;;;;;;;0.5;;1934;7;;2
2002;1934;348.783;11.06;;160;;1935;3;;;;;;;0.69;;1935;9;;2
2002;1935;716.398;22.655;;150.4;;1936;5;;;;;;;0.66;;1935;10;;2
2002;1936;392.522;12.447;;80;;1937;3;;;;;;;1.15;;1937;7;;2
2002;1937;311.958;9.892;;86.4;;1937;12;;;;;;;0.36;;1938;9;;2
2002;1938;340.156;10.786;;85.12;;1939;1;;;;;;;0.75;;1939;7;;2
2002;1939;420.671;13.303;;70.4;;1940;1;;;;;;;0.44;;1940;8;;2
2002;1940;728.81;23.11;;137.6;;1941;1;;;;;;;0.95;;1941;8;;2
2002;1941;170.502;5.407;;38;;1942;1;;;;;;;0.79;;1942;8;;2
2002;1942;325.82;10.332;1.27;68.8;3.15;1943;1;12;;;;;;0.475;0.45;1943;8;19;1
2002;1943;140.188;4.433;1.1;27.3;1.85;1943;12;22;;;;;;0.75;0.6;1944;6;19;1
2002;1944;165.231;5.239;1.12;30.2;1.95;1944;12;31;;;;;;0.475;0.45;1945;7;21;1
2002;1945;233.117;7.392;1.21;28.7;1.9;1946;5;4;;;;;;0.75;0.6;1945;10;17;1
2002;1946;430.336;13.646;1.43;113.28;4.54;1947;3;5;;;;;;1.075;0.75;1947;6;15;1
2002;1947;343.896;10.875;1.34;153.6;5.8;1948;1;29;;;;;;1.29;0.83;1948;8;24;1
2002;1948;109.386;3.469;1.01;25.5;1.8;1949;9;29;;;;;;0.495;0.46;1949;7;7;1
2002;1949;138.481;4.391;1.12;17.9;1.55;1950;2;6;;;;;;0.85;0.65;1949;12;13;1
2002;1950;292.327;9.27;1.28;83.2;0.03;1951;2;24;;;;;;0.91;0.68;1951;8;27;1
2002;1951;201.339;6.367;1.2;27.85;1.87;1952;4;14;;;;;;0.81;0.63;1952;8;14;1
2002;1952;241.656;7.663;1.26;21;1.65;1953;4;21;;;;;;2.5;1.03;1953;9;26;1
2002;1953;226.033;7.167;1.23;46.3;2.45;1954;6;2;47.7;2.49;1954;6;;1.36;0.85;1954;1;3;1
2002;1954;298.796;9.475;1.3;52.8;2.65;1955;1;18;56.96;2.78;1955;1;;1.2;0.8;1955;8;7;1
2002;1955;437.213;13.826;1.41;99.2;4.1;1956;3;29;110.08;4.44;1956;3;;0.71;0.58;1955;10;30;1
2002;1956;91.127;2.89;0.99;12.5;1.4;1957;2;16;13.45;1.43;1957;2;;0.85;0.65;1957;1;21;1
2002;1957;204.703;6.491;1.13;19.4;1.6;1958;3;27;20.3;1.63;1958;6;;0.75;0.6;1957;11;16;1
2002;1958;255.336;8.097;1.23;80;3.5;1958;12;19;80.96;3.5;1958;12;;0.87;0.66;1959;6;19;1
2002;1959;712.3;22.525;1.7;124.8;4.9;1960;2;17;129.28;5.04;1960;2;;1.23;0.81;1960;8;11;1
2002;1960;498.318;15.802;1.49;92.8;3.9;1961;1;3;93.76;3.93;1961;1;;1.02;0.73;1961;9;26;1
2002;1961;764.899;24.255;1.56;205.2;3.9;1961;11;29;208.2;3.9;1961;11;;1.2;0.74;1961;10;10;1
2002;1962;352.59;11.181;1.33;182.2;3.7;1963;3;11;;;;;;0.4;0.57;1962;10;13;1
2002;1963;329.564;10.422;1.33;38.6;2;1964;2;18;;;;;;0.5;0.65;1964;9;30;1
2002;1964;285.828;9.064;1.27;73.2;2.6;1965;3;17;;;;;;0;0.7;1964;10;7;1
2002;1965;890.317;28.232;1.78;193.7;3.8;1966;1;22;;;;;;3.1;0.9;1966;9;19;1
2002;1966;408.586;12.956;1.43;121.5;3.15;1966;11;7;;;;;;2.2;0.75;1967;9;25;1
2002;1967;409.234;12.941;1.43;263.5;4.3;1967;11;18;;;;;;0.6;0.74;1967;10;17;1
2002;1968;530.254;16.814;1.53;234.5;4.1;1969;3;17;;;;;;1;0.88;1968;11;4;1
2002;1969;415.644;13.18;0.94;131.2;2.74;1970;1;11;166.4;3.07;1970;1;10;1.9;0.38;1970;2;16;1
2002;1970;280.54;8.896;0.75;40.5;1.6;1971;5;19;82.88;2.21;1971;5;19;0.7;0.14;1970;10;19;1
2002;1971;425.388;13.452;0.97;99.5;2.4;1972;2;12;208;3.4;1972;2;12;1.5;0.3;1971;12;15;1
2002;1972;395.406;12.538;0.95;70.75;2.05;1972;12;8;105.8;2.47;1972;12;8;7.56;0.78;1972;11;15;1
2002;1973;318.679;10.105;0.87;36.1;1.52;1974;1;10;65.6;1.98;1974;1;10;3.28;0.56;1974;1;5;1
2002;1974;220.09;6.979;0.8;97.75;2.38;1975;4;23;162.8;3.04;1975;4;23;0.92;0.33;1974;10;23;1
2002;1975;148.19;4.686;0.72;12;1;1976;6;6;13.14;1.03;1976;2;27;1.26;0.45;1975;10;29;1
2002;1976;318.129;10.088;0.88;57.2;1.86;1977;2;24;82.88;2.21;1977;2;21;0.48;0.17;1976;10;11;1
2002;1977;520.378;16.501;1.07;142.25;2.85;1978;2;17;170;3.1;1978;2;17;3.75;0.69;1977;11;12;1
2002;1978;707.838;22.445;1.13;345.25;4.35;1979;2;11;413.8;4.78;1979;2;11;1.008;0.36;1978;10;17;1
2002;1979;211.553;6.69;0.8;24.32;1.28;1980;3;26;27.18;1.34;1980;1;16;0.84;0.3;1979;10;21;1
2002;1980;242.599;7.693;0.93;25;1.4;1981;4;14;25;1.4;1981;4;14;0.96;0.44;1980;10;17;1
2002;1981;277.792;8.809;0.94;45.8;1.8;1981;12;30;94.5;2.6;1981;12;30;0.44;0.31;1981;12;3;1
2002;1982;209.726;6.65;0.84;15.63;1.19;1983;4;25;17.35;1.23;1983;4;25;0.6;0.35;1983;2;17;1
2002;1983;240.258;7.598;0.92;33.075;1.57;1984;6;5;43.54;1.76;1984;6;5;0.96;0.44;1984;2;27;1
2002;1984;429.923;13.633;1.09;85.33;2.46;1985;2;15;93.19;2.58;1984;11;16;1.56;0.59;1984;10;18;1
2002;1985;213.519;6.771;0.85;29.75;1.5;1986;2;24;30.7;1.52;1986;2;24;0.68;0.37;1986;2;11;1
2002;1986;201.432;6.387;0.74;17.549;1.36;1987;4;8;21.86;1.52;1987;4;8;1.174;0.27;1987;1;1;1
2002;1987;282.719;8.94;0.89;46.322;2.2;1988;1;30;89.955;3.02;1988;1;29;1.06;0.25;1987;11;6;1
2002;1988;201.003;6.374;0.7;17.548;1.36;1989;5;30;24.203;1.6;1989;5;29;0.813;0.2;1989;1;6;1
2002;1989;193.054;6.122;0.73;16.794;1.33;1989;12;27;17.548;1.36;1989;12;27;1.06;0.25;1989;11;16;1
2002;1990;256.068;8.12;0.82;106.549;3.27;1991;4;16;146.681;3.8;1991;4;16;1.06;0.25;1990;10;13;1
2002;1991;201.639;6.376;0.75;14.19;1.22;1992;4;4;15.809;1.29;1992;4;4;1.667;0.35;1992;3;20;1
2002;1992;299.55;9.499;0.92;46.322;2.2;1993;5;26;56.501;2.42;1993;5;26;2.431;0.45;1993;2;20;1
2002;1993;342.605;10.864;1.02;24.831;1.62;1994;1;10;31.77;1.83;1994;1;6;2.696;0.48;1993;10;1;1
2002;1994;227.352;7.209;0.98;19.736;1.64;1995;1;1;24.369;1.78;1995;1;1;2.237;0.47;1994;12;16;1
2002;1996;340.045;10.783;0.77;95.73;2.68;1997;1;23;122.59;3.06;1997;1;23;1.53;0.35;1996;11;17;1
2002;1997;361.34;11.458;0.83;120.23;3.35;1997;12;18;131.85;3.53;1997;12;18;1.77;0.37;1997;10;22;1
2002;1998;180.812;5.734;0.58;16.051;1.03;1999;7;28;21.297;1.21;1999;7;28;1.077;0.32;1999;9;29;1
2002;1999;231.976;7.336;0.66;35.052;1.61;2000;4;16;47.703;1.92;2000;4;16;0.932;0.31;1999;10;2;1
2002;2000;688.107;21.82;1.06;148;3.42;2001;3;5;200;4.05;2001;3;5;1.88;0.37;2000;10;10;1
2002;2001;114.222;3.622;0.47;9.53;0.8;2002;5;10;10.1;0.82;2002;5;10;1.75;0.33;2002;9;29;1
2002;2002;425.309;13.486;0.89;169;3.5;2003;2;26;230;4.15;2003;2;26;1.11;0.26;2002;10;7;1
2002;2003;408.521;12.919;0.89;53.8;1.81;2004;4;28;104;2.74;2004;4;28;2.63;0.41;2003;10;11;1
2002;2004;173.527;5.502;0.58;14.4;0.98;2005;5;10;17.9;1.1;2005;5;10;2.08;0.36;2004;10;24;1
2002;2005;165.981;5.263;0.55;29.6;1.4;2006;6;25;52.1;1.92;2006;6;25;1.4;0.29;2005;10;22;1
2002;2006;221.155;7.013;0.64;33.8;1.52;2007;5;3;48.3;1.87;2007;5;3;1.38;0.31;2007;1;27;1
2002;2007;198.844;6.288;0.59;58.9;2.03;2008;5;10;86.6;2.58;2008;5;10;1.63;0.34;2007;11;28;1
2002;2008;268.489;8.514;0.69;58.8;2.08;2009;1;30;67.3;2.24;2009;1;24;1.46;0.32;2008;10;11;1
2002;2009;443.896;14.076;0.87;93.9;2.72;2010;2;26;115;3.08;2010;1;14;0.947;0.31;2009;10;31;1
2002;2010;281.857;8.938;0.72;50.8;1.91;2011;3;17;60.3;2.11;2011;5;7;1.58;0.37;2010;11;6;1
2002;2011;152.658;4.828;0.55;11.1;0.84;2012;6;3;11.8;0.87;2012;6;3;1.92;0.39;2011;10;19;1
2002;2012;343.272;10.885;0.77;128.4;3.27;2013;3;30;155.5;3.68;2013;3;30;1.19;0.34;2013;1;14;1
2002;2013;391.089;12.401;0.84;75.9;2.4;2014;2;10;83.3;2.54;2014;2;8;1.08;0.32;2013;11;12;1
2002;2014;282.645;8.963;0.73;78.389;2.43;2015;3;24;101.946;2.86;2015;3;24;1.956;0.4;2014;10;8;1
2002;2015;391.12;12.368;0.81;151.127;3.61;2016;2;14;159.191;3.73;2016;2;14;1.646;0.37;2015;10;23;1
2002;2016;179.296;5.685;0.6;26.245;1.31;2017;2;5;31.379;1.46;2017;2;5;2.246;0.42;2016;10;22;1
2002;2017;257.516;8.166;0.69;52.159;1.99;2018;4;16;66.918;2.29;2018;4;16;1.384;0.35;2017;12;6;1
2002;2018;201.569;6.392;0.65;34.012;1.56;2019;4;25;45.074;1.86;2019;4;25;2.306;0.43;2018;10;25;1
2002;2019;347.3;10.983;0.81;96.878;2.8;2019;12;21;109.637;3.01;2019;12;21;1.865;0.39;2019;10;18;1
2002;2020;320.886;10.175;0.79;78.61;2.51;2021;2;10;84.432;2.61;2021;2;10;2.209;0.45;2020;10;17;1
2003;1929;;;;;;;;;;;;;;;;;;;1
2003;1930;;;0.1;;;;;;;;;;;;;;;;1
2003;1931;11.32;0.358;;2.358;;1932;1;;;;;;;0.005;;1932;8;;2
2003;1932;24.897;0.789;;11.338;;1933;3;;;;;;;0.058;;1932;11;;2
2003;1933;17.515;0.555;;3.6;;1934;1;;;;;;;0.015;;1934;9;;2
2003;1934;;;;;;;;;;;;;;;;;;;2
2003;1940;;;;;;;;;;;;;;;;;;;2
2003;1941;6.349;0.201;;5.245;;1942;3;;;;;;;0.035;;1941;10;;2
2003;1942;12.418;0.394;0.08;6.97;0.35;1943;1;13;;;;;;0.061;0.02;1943;6;24;1
2003;1943;13.098;0.414;0.09;8.695;0.4;1943;11;26;10.765;0.46;1943;11;;0.061;0.02;1944;7;26;1
2003;1944;12.891;0.409;0.07;9.385;0.42;1945;2;2;10.075;0.44;1945;2;;0.051;0.01;1945;8;1;1
2003;1945;22.559;0.715;0.11;8.695;0.4;1946;5;1;9.385;0.42;1946;5;;0.061;0.02;1946;8;21;1
2003;1946;47.98;1.521;0.15;21.46;0.77;1947;3;4;27.325;0.94;1947;3;;0.061;0.02;1947;7;29;1
2003;1947;25.942;0.82;0.1;27.325;0.94;1948;1;29;27.325;0.94;1948;1;;0.05;0.01;1948;7;28;1
2003;1948;;;;;;;;;10.075;0.44;1949;9;;;;;;;1
2003;1949;6.23;0.198;0.07;2.485;0.22;1950;2;4;3.865;0.26;1950;2;;0.051;0.01;1950;7;20;1
2003;1950;48.207;1.529;0.13;22.15;0.79;1951;2;18;30.085;1.02;1951;2;;0.061;0.02;1951;8;14;1
2003;1951;39.587;1.252;0.12;19.045;0.7;1952;4;1;28.015;0.96;1951;11;;0.051;0.01;1952;8;1;1
2003;1952;22.838;0.724;0.09;10.075;0.44;1952;12;2;10.365;0.46;1952;12;;0.05;0.01;1953;7;27;1
2003;1953;24.761;0.785;0.1;17.32;0.65;1954;2;11;18.01;0.67;1954;2;;0.051;0.01;1954;8;27;1
2003;1954;24.64;0.781;0.1;14.905;0.58;1955;3;17;15.25;0.59;1955;3;;0.061;0.02;1955;7;26;1
2003;1955;47.564;1.504;0.14;34.865;1.16;1956;3;23;36.245;1.2;1956;3;;0.061;0.02;1956;8;1;1
2003;1956;3.306;0.105;0.05;1.105;0.18;1957;2;7;;;;;;0.061;0.02;1957;7;22;1
2003;1957;18.861;0.598;0.09;19.045;0.7;1958;1;29;19.775;0.72;1958;1;;0.061;0.02;1958;8;4;1
2003;1958;10.383;0.329;0.07;10.795;0.46;1958;12;19;11.455;0.48;1958;12;;0.05;0.01;1959;8;21;1
2003;1959;41.069;1.299;0.12;28.015;0.96;1959;12;9;29.05;0.99;1959;12;;0.05;0.01;1960;9;8;1
2003;1960;15.916;0.505;0.09;8.1;0.66;1960;11;21;;;;;;0.01;0.05;1961;4;25;1
2003;1961;40.891;1.297;0.16;39;1.4;1962;1;1;;;;;;0.02;0.01;1962;7;11;1
2003;1962;13.401;0.425;0.08;13.6;0.9;1963;1;2;;;;;;0.02;0.01;1963;2;3;1
2003;1963;29.539;0.934;0.13;18.75;1.05;1964;3;14;;;;;;0.02;0.01;1964;7;22;1
2003;1964;7.457;0.236;0.05;6.07;0.52;1965;3;12;;;;;;0;0;1965;6;21;1
2003;1965;37.12;1.177;0.15;17.8;1;1965;12;25;;;;;;0.004;0.01;1966;9;26;1
2003;1966;19.036;0.604;0.1;14.96;0.9;1966;11;5;;;;;;0.03;0;1967;7;25;1
2003;1967;19.304;0.61;0.1;9.92;0.7;1968;4;18;;;;;;0.03;0;1968;7;20;1
2003;1968;19.979;0.634;0.1;17.8;1;1969;3;18;;;;;;0.03;0;1969;7;19;1
2003;1969;18.495;0.586;0.08;23.311;1.15;1970;1;5;;;;;;0.03;0;1970;9;1;1
2003;1970;15.038;0.477;0.09;9.92;0.7;1971;6;23;;;;;;0.03;0;1971;8;26;1
2003;1971;22.152;0.701;0.1;19.44;1.05;1972;2;6;;;;;;0;0;1972;7;27;1
2003;1972;17.782;0.564;0.1;25.58;1.2;1973;1;17;;;;;;0;0;1973;7;31;1
2003;1973;18.752;0.595;0.1;17.8;1;1974;1;8;;;;;;0;0;1974;8;6;1
2003;1974;4.378;0.139;0.04;1.02;0.18;1975;1;17;;;;;;0.04;0;1975;7;1;1
2003;1975;6.339;0.2;0.05;12.3;0.8;1976;6;25;;;;;;0.04;0;1976;7;23;1
2003;1976;19.421;0.616;0.1;14.96;0.9;1977;2;11;;;;;;0.04;0;1977;8;8;1
2003;1977;38.599;1.224;0.13;66;1.8;1977;12;7;;;;;;0.04;0;1978;7;22;1
2003;1978;40.121;1.272;0.14;45.75;1.5;1979;2;10;;;;;;0.04;0;1979;7;24;1
2003;1979;17.315;0.548;0.1;8.845;0.65;1979;12;30;;;;;;0.04;0;1980;7;29;1
2003;1980;3.573;0.113;0.03;1.676;0.24;1981;2;28;;;;;;0.04;0;1981;6;13;1
2003;1981;12.062;0.382;0.05;28.935;1.25;1981;12;30;;;;;;0.04;0;1982;6;20;1
2003;1982;18.064;0.573;0.08;15.812;0.93;1983;4;30;;;;;;0.04;0;1983;7;16;1
2003;1983;8.818;0.279;0.06;6.76;0.55;1983;12;20;;;;;;0.04;0;1984;7;17;1
2003;1984;30.348;0.962;0.13;19.515;1.05;1985;2;16;;;;;;0.04;0;1985;7;27;1
