ref_evap;anomes;hora1;hora2;hora3;evapiche;evatanque;temedmax;temedmin;temedsec1;temedhum1;temedsec2;temedhum2;temedsec3;temedhum3;velviento;prectotmes;diasprec;insol
2014;200211;8;;;;0.9;8.7;2.6;;;;;;;2.7;211;24;40
2014;200202;8;;;;0.9;8.9;-1.1;;;;;;;3.1;69.9;12;101
2014;200203;8;;;;1.6;12.4;1.1;;;;;;;2.9;200.1;14;156
2014;200204;8;;;;3.2;15.4;1.6;;;;;;;2.5;57.9;10;215
2014;200205;8;;;;3.3;16.1;3.3;;;;;;;3;103.1;18;179
2014;200206;8;;;;4.9;23.2;8.8;;;;;;;2.3;27.2;10;234
2014;200207;8;;;;5.6;26.2;9.5;;;;;;;2.1;13.1;4;285
2014;200208;8;;;;4.4;24.3;9.2;;;;;;;1.9;21.1;7;243
2014;200307;8;;;;5.4;27.1;11.1;;;;;;;2.3;25.1;3;283
2014;200210;8;;;;1.2;14.8;5.5;;;;;;;2.5;211.2;18;97
2014;200111;8;;;;0.7;6.4;-1.5;;;;;;;1.3;108.9;12;79
2014;200212;8;;;;0.6;6.7;2.1;;;;;;;3.1;336.4;28;5
2014;200301;8;;;;0.9;4.6;-1.7;;;;;;;3;196.6;20;41
2014;200302;8;;;;0.8;6;-1.9;;;;;;;2.1;215.7;15;82
2014;200303;8;;;;1.6;14.4;1.8;;;;;;;2;74;13;146
2014;200304;8;;;;2.5;13.6;3;;;;;;;3.7;162.3;17;159
2014;200305;8;;;;3.9;20.3;4.8;;;;;;;2.6;35;14;258
2014;199310;7;;;1.1;1.5;9.4;2.5;5.7;4.5;;;;;4;372.5;22;45
2014;200209;8;;;;2.6;20.7;6.8;;;;;;;1.3;151.4;13;177
2014;200103;8;;;;1.3;9.1;1.5;;;;;;;5;322.5;27;70
2014;200006;8;;;;5.7;23.6;7.6;;;;;;;2.4;33.2;7;284
2014;200007;8;;;;5.2;22.6;8.4;;;;;;;2.3;32.1;7;279
2014;200008;8;;;;4.4;23.6;8.1;;;;;;;2.1;28.4;3;268
2014;200009;8;;;;3.4;21.7;6.1;;;;;;;1.9;47;10;232
2014;200010;8;;;;1.4;14.2;3;;;;;;;1.7;113.8;15;135
2014;200011;8;;;;0.8;6;-0.3;;;;;;;3.1;323.5;26;34
2014;200012;8;;;;0.9;4.8;0.4;;;;;;;4.1;426;27;7
2014;200201;8;;;;0.4;4.8;-2.5;;;;;;;1.7;115.2;15;34
2014;200102;8;;;;0.9;7.7;-3;;;;;;;3;186.1;12;111
2014;200112;8;;;;0.8;2.3;-6.4;;;;;;;1;10.7;5;37
2014;200104;8;;;;2.9;12.1;-0.4;;;;;;;3.6;42.5;14;217
2014;200105;8;;;;3.4;16.7;3.3;;;;;;;2.6;88;14;209
2014;200106;8;;;;5.6;23.8;6.8;;;;;;;2.3;4.4;3;273
2014;200107;8;;;;4.9;23.5;8.4;;;;;;;2.1;45.8;8;247
2014;200108;8;;;;4.9;25.5;9.7;;;;;;;2;21.5;7;267
2014;200109;8;;;;3.3;20.9;4.6;;;;;;;1.9;16.5;9;226
2014;200110;8;;;;1.5;14.6;5.4;;;;;;;2.8;152.3;18;81
2014;200308;8;;;;4.6;28.9;13;;;;;;;1.8;127;13;231
2014;200101;8;;;;0.5;4.1;-1.8;;;;;;;3.9;350.9;27;16
2014;200602;8;;;;0.9;8.3;-3.1;;;;;;;2.7;93.5;11;92
2014;200505;8;;;;4.4;19.5;5.9;;;;;;;2.8;50.1;10;212
2014;200506;8;;;;6;27.2;10.1;;;;;;;1.9;43.8;6;232
2014;200507;8;;;;6.5;27.6;11;;;;;;;2.4;6.7;3;215
2014;200508;8;;;;5.7;28.3;10.7;;;;;;;2.1;10;5;237
2014;200509;8;;;;3.4;23.5;7.9;;;;;;;1.7;29.8;6;149
2014;200510;8;;;;1.4;16.3;6.6;;;;;;;2.1;259;15;86
2014;200511;8;;;;0.5;8.9;1.6;;;;;;;1.9;82.5;19;32
2014;200306;8;;;;5.8;26.9;11;;;;;;;2.4;51;11;249
2014;200601;8;;;;0.6;5.6;-2.2;;;;;;;1.3;41.5;12;36
2014;200502;8;;;;0.6;5;-3;;;;;;;2.4;69;16;111
2014;200603;8;;;;1.4;11.7;2.2;;;;;;;4.2;199;22;83
2014;200604;8;;;;2.9;16.4;3.5;;;;;;;2.8;69.2;10;101
2014;200605;8;;;;4.7;21.4;6.5;;;;;;;2.8;44.8;9;195
2014;200606;8;;;;5.5;26.8;10.6;;;;;;;2;28;8;196
2014;200607;8;;;;5.6;29.8;13.2;;;;;;;1.9;39.2;10;167
2014;200608;8;;;;5.2;25.6;10;;;;;;;2;47.6;5;273
2014;200609;8;;;;3.7;24.5;10.4;;;;;;;1.9;117;12;111
2014;200512;8;;;;0.5;5.8;-1.8;;;;;;;2.4;122;16;31
2014;200406;8;;;;5.6;27.7;11;;;;;;;2.2;21.4;8;277
2014;200309;8;;;;2.7;22.8;7.6;;;;;;;1.4;61.4;6;200
2014;200310;8;;;;1;13.2;4.6;;;;;;;1.4;204.8;24;83
2014;200311;8;;;;0.7;9.7;2.4;;;;;;;1.7;203.7;22;41
2014;200312;8;;;;0.5;6;0.3;;;;;;;1.5;144.5;24;24
2014;200401;8;;;;0.5;7.4;0.1;;;;;;;2.3;75.9;24;30
2014;200402;8;;;;0.7;10;-1.6;;;;;;;1.7;104.3;10;113
2014;200403;8;;;;1.3;10.4;-0.7;;;;;;;2.2;80.8;17;156
2014;200504;8;;;;2.2;13.7;2.7;;;;;;;2.9;120;18;164
2014;200405;8;;;;3.3;18.4;5.9;;;;;;;2.3;63.5;16;222
2014;200503;8;;;;1.5;11.7;-1.1;;;;;;;3;111;13;188
2014;200407;8;;;;5.4;27.1;10.5;;;;;;;2.1;17.5;7;269
2014;200408;8;;;;4.2;24.4;11.4;;;;;;;2.4;123.1;12;210
2014;200409;8;;;;3;24.6;9.5;;;;;;;1.6;25.3;9;229
2014;200410;8;;;;1.4;15.3;6.7;;;;;;;3.4;211;24;100
2014;200411;8;;;;0.5;9.1;0.8;;;;;;;1.6;62;10;87
2014;200412;8;;;;0.4;5.9;-1.2;;;;;;;1.2;138;12;46
2014;200501;8;;;;0.5;4.9;-2.9;;;;;;;2;39.6;10;58
2014;200003;8;;;;2;11.8;-1.4;;;;;;;2.3;79.8;11;202
2014;200404;8;;;;2.5;13.7;1.8;;;;;;;3.3;43.7;13;209
2014;199604;8;;;;2.6;13.1;1;;;;;;;2.8;54.7;14;183
2014;199507;7;;;4.2;5.1;23.1;9;13.9;12.5;;;;;2.3;53.6;7;258
2014;199508;7;;;4.4;5.1;23.7;8.3;12.7;11;;;;;2.1;1.8;3;303
2014;199509;7;;;2.5;2.3;15.6;4.7;8.8;7.6;;;;;2.2;64.2;12;158
2014;199510;8;;;1.6;1.5;16.4;4.6;8.5;7.6;;;;;2.2;68;9;157
2014;199511;8;;;0.8;0.7;9.1;1.5;;;;;;;2.6;228;23;54
2014;199512;8;;;;;5.1;-0.5;;;;;;;3.2;150;21;20
2014;199601;8;;;0.3;;4.2;-0.8;;;;;;;3.4;436;29;15
2014;200005;8;;;;3;17.4;4.7;;;;;;;2.1;125.1;19;172
2014;199603;8;;;;;8.7;-1.9;;;;;;;2.5;80;15;162
2014;199504;7;;;;4.5;15.1;-0.6;5.6;2.9;;;;;2.9;23.3;7;239
2014;199605;8;;;;3.4;14.3;3;8.5;7.4;;;;;3.1;129;11;200
2014;199606;8;;;4.3;5.4;22.1;7.1;11.8;10.9;;;;;2.4;29.2;8;278
2014;199607;8;;;5.3;6.1;23.8;8.5;13.3;12.4;;;;;2.7;89;6;288
2014;199608;8;;;3.3;3.9;20.1;8.2;12;11.4;;;;;2;65;10;236
2014;199609;8;;;2.9;2.6;17.5;4.6;8;7.3;;;;;2.2;64;11;202
2014;199610;8;;;1.9;1.3;13.6;1.9;5.6;4.8;;;;;2;59.6;10;149
2014;199611;8;;;;;8.1;-0.7;;;;;;;2.3;142;19;66
2014;199602;8;;;0.4;;4.3;-3.9;;;;;;;2.7;158;17;84
2014;199408;7;;;3.1;5.4;26.4;10.8;16.7;12;;;;;2.7;25;3;268
2014;201912;8;;;;0.6;6.7;-0.8;;;;;;;1.9;373;17;17
2014;199312;;;;0.4;;5.7;-0.6;;;;;;;2.5;127.9;21;20
2014;199401;;;;0.5;;5.6;-2.2;;;;;;;4.1;207.3;18;54
2014;199402;;;;1.1;;8;-1.5;;;;;;;4.1;142.8;13;76
2014;199403;;;;;2.5;16.7;2.7;;;;;;;3.1;9;8;189
2014;199404;;;;;2.8;11.3;1.1;;;;;;;4.6;76.3;15;185
2014;199405;;;;;;16;4.7;;;;;;;3.7;300.4;18;156
2014;199506;7;;;4;5;21.1;6.4;11.5;9.6;;;;;2.3;76.1;10;244
2014;199407;7;;;5;6.6;27.3;10.7;14.5;12.7;;;;;2.6;20.9;6;313
2014;199505;7;;;;3.5;16.6;5;9.8;7.9;;;;;3.1;90.2;21;196
2014;199409;7;;;1.8;2.8;17.8;5.9;8.9;7.6;;;;;2.7;62.3;17;157
2014;199410;7;;;1.3;1.3;16.5;5.2;7.7;6.8;;;;;1.8;110.7;15;122
2014;199411;7;;;0.7;0.5;10.2;1.4;5.6;4.7;;;;;2.6;144.5;14;70
2014;199412;;;;0.1;0.2;5.3;-0.8;;;;;;;3.5;100.4;18;36
2014;199501;;;;;;5.2;-1.9;;;;;;;4.7;136.4;22;60
2014;199502;;;;;;8.1;-2.5;;;;;;;3.4;103.4;14;85
2014;199503;;;;;;11.2;-2.2;;;;;;;3.2;52.2;8;221
2014;199702;8;;;;;10;-1.4;;;;;;;2.9;11.5;9;99
2014;199406;7;;;3.9;5.4;23.4;7.6;11.5;9.7;;;;;2.4;41.3;6;285
2014;199907;8;;;4.7;5.4;24.4;10;13.4;12;;;;;2.1;54;10;271
2014;199612;8;;;;;4;-0.8;;;;;;;2.4;253;20;14
2014;199811;8;;;;;8;0.2;;;;;;;1.6;57.8;19;75
2014;199812;8;;;;;2.9;-2.9;;;;;;;1.8;96.6;14;50
2014;199901;8;;;;;3.8;-2.9;;;;;;;1.5;75.9;19;49
2014;199902;8;;;;;7.1;-2.7;;;;;;;2.2;30.2;13;116
2014;199903;8;;;1.3;2.5;9.5;-0.5;;;;;;;3.5;124.6;17;167
2014;199904;8;;;;2.4;11.1;1.1;;;;;;;3.2;96.9;18;151
2014;199809;8;;;2.6;2.7;17.9;7.4;10.2;9.5;;;;;2.3;140;16;154
2014;199906;8;;;4.1;4.9;19.8;6.5;10.6;9.1;;;;;2.7;20.9;7;249
2014;199808;8;;;4.6;4.7;25.9;10;12.6;11;;;;;2.1;22.9;7;259
2014;199908;8;;;3.3;4;21.9;9.8;12.3;11.4;;;;;2.1;66.6;7;241
2014;199909;8;;;2.5;2.5;17.7;8;10.8;9.9;;;;;2.4;211.8;17;149
2014;199910;8;;;1.3;1.3;12.2;4.9;7.2;6.5;;;;;2.5;237.5;18;85
2014;199911;8;;;0.4;0.7;5.9;-0.3;;;;;;;2.1;105.8;15;79
2014;199912;8;;;0.3;;4.3;-1.8;;;;;;;2.8;75.7;17;35
2014;200001;8;;;0.2;;3.5;-4.5;;;;;;;1.8;30;7;78
2014;200002;8;;;;;10.2;-1.5;;;;;;;1.8;32.8;10;114
2014;200612;8;;;;0.6;5.8;-1.3;;;;;;;1.9;89.9;14;15
2014;199905;8;;;;3.2;15.7;4.6;;;;;;;3.1;106.3;23;174
2014;199711;8;;;0.9;0.7;7.3;1.1;;;;;;;3.1;232;26;29
2014;200004;8;;;;1.6;7.6;-0.3;;;;;;;4.3;366.6;27;81
2014;199703;8;;;;2.8;17.4;-1;;;;;;;2.9;0.4;1;284
2014;199704;8;;;;3.5;16.8;1;;;;;;;2.7;11.7;7;213
2014;199705;8;;;2.6;2.9;14.4;4.1;8.4;7.1;;;;;3;177;22;132
2014;199706;8;;;2.6;2.9;15.9;6.3;10.6;9.1;;;;;2.8;114;17;154
2014;199707;8;;;3.5;4.7;22.2;7.7;11.9;10.5;;;;;2.1;86.7;9;238
2014;199708;8;;;3.6;4.4;23.4;9.9;13.1;12.2;;;;;2.2;49.8;16;232
2014;199810;8;;;1.2;1;12.5;3.4;;;;;;;1.4;47.7;19;108
2014;199710;8;;;1.8;1.6;15.6;5.6;9.7;8.9;;;;;1.9;191;14;122
2014;199701;8;;;;;2.5;-4;;;;;;;1.4;163;20;27
2014;199712;8;;;;;4.4;-1.9;;;;;;;2.6;115;21;32
2014;199801;8;;;;;5.5;-1.5;;;;;;;3.3;127;22;35
2014;199802;8;;;;;10.8;-2.1;;;;;;;2.2;21.1;8;136
2014;199803;8;;;;2.3;13.1;0.4;;;;;;;3.4;84.3;13;208
2014;199804;8;;;;2;7.6;-0.1;;;;;;;4.3;256;28;124
2014;199805;8;;;;3.4;13.7;4.3;7.8;6.3;;;;;2.7;85.1;17;197
2014;199806;8;;;3.6;5;18.9;7.9;11.5;10;;;;;2.7;39.6;6;251
2014;199807;8;;;4.6;6;23.4;9;12.3;10.7;;;;;2.6;17.6;4;284
2014;199709;8;;;2.8;3.2;21;9.1;11.1;10.3;;;;;1.8;47.2;8;218
2014;201512;8;;;;0.3;7.4;0.2;;;;;;;0.9;90.9;12;20
2014;201503;8;;;;1.2;11.2;-0.6;;;;;;;2;22.9;17;174
2014;201504;8;;;;2.9;16.2;2.4;;;;;;;1.9;105.2;15;191
2014;201505;8;;;;4.1;19.3;5.3;;;;;;;2.5;71.2;11;256
2014;201506;8;;;;5.1;25;8.3;;;;;;;2;62.1;7;250
2014;201507;8;;;;6.6;29.1;11.8;;;;;;;2.3;19.2;4;298
2014;201508;8;;;;5.3;25.8;9.8;;;;;;;2.2;49.9;5;255
2014;201509;8;;;;2.7;19.7;7;;;;;;;1.7;152.6;8;209
2014;201306;8;;;;4.5;20.8;6.2;;;;;;;2.1;61.1;13;232
2014;201511;8;;;;0.3;11.4;2.9;;;;;;;0.7;105.7;14;50
2014;201412;8;;;;0.5;6;-0.8;;;;;;;1.5;90.6;15;36
2014;201601;8;;;;0.6;6.8;-0.2;;;;;;;1.9;182.8;24;23
2014;201602;8;;;;0.6;6.7;-1.3;;;;;;;1.9;187.7;20;76
2014;201603;8;;;;1;7.8;-1.2;;;;;;;2;137.1;19;122
2014;201604;8;;;;2;10.5;0.7;;;;;;;2.5;232.1;22;157
2014;201605;8;;;;3.6;16.7;4.4;;;;;;;1.8;216.9;17;188
2014;201606;8;;;;5;22.8;7.7;;;;;;;1.6;41.1;8;248
2014;201607;8;;;;6.4;28.4;10.8;;;;;;;1.8;12.6;2;312
2014;201510;8;;;;1;14.4;5.1;;;;;;;1.3;269.5;18;102
2014;201404;8;;;;2.8;16.2;3;;;;;;;2.2;147.3;19;196
2014;200610;8;;;;0.9;17;8.1;;;;;;;2;397;21;68
2014;201308;8;;;;5.5;26.3;9;;;;;;;2.1;13;2;316
2014;201309;8;;;;3.7;22.7;8;;;;;;;1.9;118.4;6;240
2014;201310;8;;;;0.9;14.4;6.5;;;;;;;2.1;218.4;19;89
2014;201311;8;;;;0.4;7.9;1.2;;;;;;;1.8;133.7;16;29
2014;201312;8;;;;0.4;4.8;-3.2;;;;;;;2.1;119.9;11;33
2014;201401;8;;;;0.2;5.2;-0.2;;;;;;;2.3;229.6;29;20
2014;201502;8;;;;0.4;3.7;-2.8;;;;;;;1.3;171.1;22;61
2014;201403;8;;;;1.3;11.7;-0.8;;;;;;;2.3;203.3;15;178
2014;201501;8;;;;0.4;4.2;-4.1;;;;;;;1.2;273.1;15;41
2014;201405;8;;;;4.2;17.4;3.7;;;;;;;2.2;107.5;11;234
2014;201406;8;;;;5.2;22;7;;;;;;;2;91.3;8;275
2014;201407;8;;;;4.9;23.5;9.1;;;;;;;1.9;56.8;9;265
2014;201408;8;;;;4.7;24;9.7;;;;;;;1.9;11;4;269
2014;201409;8;;;;2.9;22;9;;;;;;;1.3;104.4;12;189
2014;201410;8;;;;0.8;17.4;7;;;;;;;1.6;190.4;11;114
2014;201411;8;;;;0.5;8.5;2.3;;;;;;;1.8;237;26;5
2014;201610;8;;;;0.8;16.3;5.4;;;;;;;1;46.3;10;106
2014;201402;8;;;;0.4;5.4;-1.8;;;;;;;3.5;216.8;22;60
2014;201903;8;;;;2.1;13.7;-0.9;;;;;;;2.3;61.1;9;185
2014;201608;8;;;;5.7;28.7;10.2;;;;;;;1.6;8.8;4;299
2014;201807;8;;;;4.3;23.5;10;;;;;;;1.2;82.6;13;176
2014;201808;8;;;;5.4;27.2;9;;;;;;;1.6;0.1;1;181
2014;201809;8;;;;3;24.7;8.9;;;;;;;1.3;30;7;132
2014;201810;8;;;;0.7;15;3.9;;;;;;;1.3;53.1;11;91
2014;201811;8;;;;0.4;7.4;0.3;;;;;;;1.2;297.4;21;5
2014;201812;8;;;;0.5;6.7;-0.4;;;;;;;1;48.9;9;9
2014;201805;8;;;;3.1;16.7;3.9;;;;;;;1.4;79.7;16;166
2014;201902;8;;;;0.4;9.4;-3.4;;;;;;;1;109.4;5;108
2014;201804;8;;;;2.3;13.5;1.7;;;;;;;2.2;122.1;17;107
2014;201904;8;;;;2.6;12.5;0;;;;;;;2;150.1;16;141
2014;201905;8;;;;4.6;18.6;2.8;;;;;;;2.3;37.5;6;179
2014;201906;8;;;;4.6;21.5;8.4;;;;;;;1.8;71.3;11;111
2014;201907;8;;;;5.7;26.3;10.6;;;;;;;1.6;84.2;10;186
2014;201908;8;;;;4.4;25.7;9.9;;;;;;;1.5;28.2;6;119
2014;201909;8;;;;3.2;20.9;7.6;;;;;;;1.3;84.5;10;117
2014;201910;8;;;;0.5;15.3;5.1;;;;;;;1.2;155.3;15;94
2013;200007;8;;;6.1;;23.3;10.2;;;;;;;7.4;23;5;
2014;201901;8;;;;0.4;5.7;-3.6;;;;;;;1;178.9;14;60
2014;201707;8;;;;5.5;26.9;9.9;;;;;;;1.4;16.6;2;
2014;201305;8;;;;3.2;13.8;2.2;;;;;;;2.3;62.9;16;207
2014;201611;8;;;;0.3;7.9;-0.6;;;;;;;0.7;94;14;18
2014;201612;8;;;;0.2;6;-1;;;;;;;0.4;17.2;8;30
2014;201701;8;;;;0.3;5.6;-3.7;;;;;;;1;55.6;14;49
2014;201702;8;;;;0.5;9.1;-0.6;;;;;;;2.4;271.5;17;82
2014;201703;8;;;;1.5;12.7;-0.3;;;;;;;2.4;85.5;16;170
2014;201704;8;;;;3.9;19.2;1.4;;;;;;;2.1;21.2;6;284
2014;201806;8;;;;4.1;21.7;8.3;;;;;;;1.2;117.5;19;125
2014;201706;8;;;;5.3;25.7;10.2;;;;;;;1.5;128.2;11;235
2014;201609;8;;;;3.3;23.5;8.4;;;;;;;1.3;55.2;4;225
2014;201708;8;;;;5.2;26.4;10;;;;;;;1.5;43.5;5;
2014;201709;8;;;;2.9;20.7;5.7;;;;;;;1.2;10.9;6;
2014;201710;8;;;;1;20.8;4.5;;;;;;;1.1;25.6;6;118
2014;201711;8;;;;0.7;8.8;0.7;;;;;;;1;96.1;14;33
2014;201712;8;;;;0.6;4.4;-2.6;;;;;;;1.3;191.7;18;12
2014;201801;8;;;;0.7;5.2;-2.2;;;;;;;0.9;74.7;17;30
2014;201802;8;;;;0.5;4.5;-3.5;;;;;;;1;134.7;21;57
2014;201803;8;;;;0.5;5.6;-1.7;;;;;;;3.1;360.2;27;51
2014;201705;8;;;;3.2;19.6;6;;;;;;;1.6;155.3;17;178
2014;200905;8;;;;4.5;21.3;5.9;;;;;;;2.4;59.9;10;259
2014;200808;8;;;;5.2;27;10;;;;;;;2.1;20;4;284
2014;200809;8;;;;2.8;20.8;7;;;;;;;1.5;55.1;7;190
2014;200810;8;;;;0.8;15;3.9;;;;;;;1;89.4;13;132
2014;200811;8;;;;0.4;7;0.2;;;;;;;1;113;22;18
2014;200812;8;;;;0.3;3.9;-2;;;;;;;1.5;146;20;22
2014;200901;8;;;;0.4;4.2;-2.1;;;;;;;2.1;146;24;23
2014;200902;8;;;;0.5;9.5;-2;;;;;;;2.5;87.8;11;124
2014;201307;8;;;;5.5;27.2;10.7;;;;;;;2;17.8;4;275
2014;200904;8;;;;2.8;13.5;0.6;;;;;;;2.7;61.9;16;217
2014;200805;8;;;;2.4;16.6;6.1;;;;;;;1.7;207;25;121
2014;200906;8;;;;4.5;24;9.6;;;;;;;1.9;68.7;13;207
2014;200907;8;;;;5.9;26.2;10.3;;;;;;;2.4;25.8;4;291
2014;200908;8;;;;5.6;28.8;11.3;;;;;;;2.1;4.6;3;302
2014;200909;8;;;;3.7;23.8;7.9;;;;;;;1.5;31;6;218
2014;200910;8;;;;1;18.6;6.7;;;;;;;1.2;97.4;11;137
2014;200911;8;;;;0.6;9.4;3.7;;;;;;;2.9;263.7;23;17
2014;200912;8;;;;0.3;5.3;-1.2;;;;;;;2.2;250.9;21;25
2014;200903;8;;;;1.8;14.4;-0.6;;;;;;;2.4;91.9;8;231
2014;200709;8;;;;3.5;23.6;7.1;;;;;;;1.7;54.7;8;247
2014;199309;7;;;1.9;2.7;14.5;5;8;6.8;;;;;3.2;147;22;131
2014;200701;8;;;;0.6;6.8;-0.1;;;;;;;1.5;77.9;12;36
2014;200702;8;;;;0.6;8.9;0.8;;;;;;;3;224;23;62
2014;200703;8;;;;1;10.7;-0.2;;;;;;;2.9;142;16;108
2014;200704;8;;;;2.1;15.9;3.5;;;;;;;2.1;99;18;111
2014;200705;8;;;;3.4;18.3;5.4;;;;;;;2.5;102;18;223
2014;200706;8;;;;4.2;21.2;8.1;;;;;;;2.5;119;11;208
2014;200807;8;;;;5.5;25.9;9.4;;;;;;;2.4;1.7;3;306
2014;200708;8;;;;4.2;23.8;10.2;;;;;;;2;26.4;9;238
2014;200806;8;;;;4.4;22.7;9.4;;;;;;;2;33.2;12;248
2014;200710;8;;;;0.9;16.9;5.5;;;;;;;1.1;44.2;10;154
2014;200711;8;;;;0.5;11.6;-0.2;;;;;;;1.7;57.5;10;71
2014;200712;8;;;;0.4;6.1;-2.3;;;;;;;1.4;21;12;38
2014;200801;8;;;;0.5;8.7;-0.2;;;;;;;2.4;101;14;56
2014;200802;8;;;;0.9;11.2;-0.1;;;;;;;1.8;40.8;10;94
2014;200803;8;;;;1.4;11.4;0.3;;;;;;;3.1;102;17;179
2014;200804;8;;;;2.8;14.9;2;;;;;;;3.2;248;17;180
2014;201003;8;;;;1.1;9.4;0.5;;;;;;;3.3;136.4;21;133
2014;200707;8;;;;5.7;24.6;9.5;;;;;;;2.4;16.9;2;280
2014;201208;8;;;5.8;;26.5;10.1;;;;;;;2.3;7.3;3;288
2014;201001;8;;;;0.4;3.7;-1.8;;;;;;;1.2;146.5;25;30
2014;201112;8;;;0.4;;5.8;-1;;;;;;;1.8;71.7;14;35
2014;201201;8;;;0.6;;6.8;-3;;;;;;;1.2;10.4;7;75
2014;201202;8;;;0.7;;7.1;-0.3;;;;;;;2.8;127.3;9;147
2014;201203;8;;;1.9;;14.7;-1;;;;;;;2.4;18.4;7;244
2014;201204;8;;;1.9;;9.5;0.6;;;;;;;2.8;143.9;26;117
2014;201205;8;;;3.8;;18.9;5.5;;;;;;;2.4;117.9;14;199
2014;201110;8;;;1.3;;18;3.3;;;;;;;2.2;184.3;9;176
2014;201207;8;;;5.3;;25.1;8.5;;;;;;;2.1;7.7;4;273
2014;201109;8;;;;3.4;24.5;8.2;;;;;;;1.6;11;4;250
2014;201209;8;;;3.4;;22.4;7.2;;;;;;;2.1;39.9;9;210
2014;201210;8;;;;0.9;14.2;4.5;;;;;;;1.1;143.4;16;104
2014;201211;8;;;;0.7;7.6;1;;;;;;;1.4;128;22;14
2014;201212;8;;;;0.4;5.1;-1.3;;;;;;;2.2;120.3;18;22
2014;201301;8;;;;0.5;4.6;-2;;;;;;;1.2;195.1;22;34
2014;201302;8;;;;0.6;4.2;-1.9;;;;;;;1.4;179.2;20;57
2014;201303;8;;;;1;6.9;-0.5;;;;;;;2.4;251.6;24;76
2014;201304;8;;;;2.5;11.6;1.2;;;;;;;3.2;86.3;16;160
2014;201206;8;;;5.1;;22.2;7.7;;;;;;;2.7;39.3;12;220
2014;201012;8;;;;0.3;5.2;-1.9;;;;;;;1.6;151.7;19;20
2014;200611;8;;;;0.5;12.5;5.5;;;;;;;2.7;230;17;40
2014;201004;8;;;;2.8;16.3;3.5;;;;;;;2.3;42.5;13;201
2014;201005;8;;;;3.2;16.5;5;;;;;;;2.2;112.5;14;184
2014;201006;8;;;;4.1;21.4;9;;;;;;;2;161.1;11;200
2014;201007;8;;;;6.3;28.7;12;;;;;;;2.1;7.9;2;316
2014;201008;8;;;;6;27.4;10.4;;;;;;;2.2;0;0;311
2014;201009;8;;;;3.2;23;8.4;;;;;;;1.5;34.8;6;203
2014;201111;8;;;0.6;;9.3;3.5;;;;;;;1.9;246.4;17;31
2014;201011;8;;;;0.4;7.9;0.8;;;;;;;1.2;158.4;20;28
2014;201002;8;;;;0.2;5.5;-1.5;;;;;;;3.1;224.1;19;50
2014;201101;8;;;;0.4;6.1;-0.3;;;;;;;2.2;160.2;19;45
2014;201102;8;;;;0.5;8.9;-2;;;;;;;1.9;102.6;12;98
2014;201103;8;;;;1.1;11;0.4;;;;;;;2.3;112.9;17;148
2014;201104;8;;;;3.4;18.5;3.6;;;;;;;2;98.3;12;219
2014;201105;8;;;;3.7;20;7.1;;;;;;;2;47.6;16;216
2014;201106;8;;;;5.4;22.5;8.1;;;;;;;2.3;8.6;5;262
2014;201107;8;;;;5.2;22.9;8.1;;;;;;;2.2;32.9;9;268
2014;201108;8;;;;5.2;25.5;10;;;;;;;2.1;88.1;8;253
2014;201010;8;;;;1.2;14.8;4.5;;;;;;;2;254.1;14;138
2013;200908;8;;;;6.5;25.7;12.1;;;;;;;4.7;7.5;4;
2013;200811;8;;;;1;7.8;0.7;;;;;;;4.4;40.4;10;
2013;200812;8;;;;0.5;6;-0.7;;;;;;;5.3;82.7;15;
2013;200901;8;;;;0.5;3.8;-1.4;;;;;;;5;127;21;
2013;200902;8;;;;0.5;8.8;-0.6;;;;;;;6.1;53.8;9;
2013;200903;8;;;;3;13.5;1.6;;;;;;;7.6;30.3;5;
2013;200904;8;;;;3.5;12.3;1.7;;;;;;;6.7;19.6;5;
2013;200905;8;;;;4.5;18.4;6.6;;;;;;;5.5;37.8;9;
2013;201004;8;;;;2.7;14;3.7;;;;;;;5.3;58.2;10;
2013;200907;8;;;;7.5;23.9;11;;;;;;;5.9;23.4;2;
2013;200808;8;;;;6.8;24.2;10.5;;;;;;;5.6;31.3;5;
2013;200909;8;;;;4.7;22.8;8.2;;;;;;;4.4;0;0;
2013;200910;8;;;;2.5;17.6;0.1;;;;;;;3.8;83.8;11;
2013;200911;8;;;;1.1;8.4;4;;;;;;;5.9;107;22;
2013;200912;8;;;;0.6;5.2;-0.6;;;;;;;3.6;117.5;15;
2013;201001;8;;;;0.6;4.2;-0.8;;;;;;;5.2;68;19;
2013;201002;8;;;;0.7;4.5;-0.9;;;;;;;4.7;137.7;17;
2014;199311;;;;0.4;;7.4;-0.9;;;;;;;2;140.7;14;51
2013;200906;8;;;;6;22.4;10.7;;;;;;;4.8;49.9;13;
2013;200712;8;;;;0.5;7.4;-2.1;;;;;;;4.9;20;8;
2013;200703;;;;;2;10.1;1.1;;;;;;;8.6;46.5;8;
2013;200704;8;;;;2.9;14.5;4.7;;;;;;;6.5;51;12;
2013;200705;8;;;;4.5;16.2;7;;;;;;;5.8;96.6;12;
2013;200706;8;;;;;18.4;8.9;;;;;;;5.7;56;13;
2013;200707;8;;;;;22.5;10.1;;;;;;;6.2;1;1;
2013;200708;8;;;;;22.7;9.9;;;;;;;5.1;25.5;3;
2013;200709;8;;;;;22;7.2;;;;;;;3.7;1.5;1;
